source,destination,weight,alpha_out,alpha_in
KE,NL,0.019451581932504954,0.4382,0.627
KE,PK,0.0064598120882840985,0.7617,0.2533
KE,PL,0.002858078372393738,0.8867,0.7912
KE,PT,0.0018091913580589485,0.9268,0.8496
KE,RO,0.008585334450666237,0.6962,0.4498
KE,RW,0.014073954859010716,0.5514,0.4133
KE,SG,0.0023641580323101596,0.9054,0.8811
KE,SI,0.002125522362382139,0.9145,0.529
KE,SO,0.0008213506778917926,0.9661,0.0191
KE,TD,0.0006659600091014535,0.9724,
KE,TN,0.0007880526774367199,0.9674,0.5447
KE,TR,0.00257504536852562,0.8974,0.7981
KE,TZ,0.012336909168604426,0.5937,0.0474
KE,UG,0.01203167749776626,0.6015,0.275
KE,US,0.4947638894284398,0.0,0.346
KE,VN,0.0006826090093289898,0.9717,0.8602
KE,ZA,0.04033497788457803,0.1774,0.2171
KE,ZM,0.0016926483564661942,0.9313,0.459
KG,AM,0.0029851527926889943,0.9533,0.4305
KG,BY,0.00890308727644086,0.8667,0.2965
KG,CH,0.03770719317080835,0.5406,0.1292
KG,CY,0.009060200581319228,0.8645,0.0128
KG,CZ,0.0054204090183037,0.9167,0.5495
KG,DE,0.014585351802875174,0.7905,0.8571
KG,EG,0.008143706302862081,0.8774,0.3623
KG,IN,0.05611563539239048,0.3969,0.417
KG,KZ,0.01835607111995601,0.7435,0.001
KG,LT,0.050852339678965144,0.4339,0.0
KG,PL,0.06797768991070727,0.3242,0.0031
KG,RU,0.4585613658383304,0.0001,0.0023
KG,SE,0.0076723663882269765,0.8841,0.4714
KG,TR,0.02670926182932258,0.6485,0.0934
KG,TW,0.004922883552855534,0.9241,0.3652
KG,UA,0.023933593443138078,0.6787,0.2424
KG,US,0.19809369190080914,0.0292,0.6543
KH,AR,0.0059332180391113475,0.8984,0.7591
KH,AU,0.021764001596381536,0.673,0.6423
KH,BE,0.008354396700811494,0.8598,0.4945
KH,BR,0.005880005321271784,0.8993,0.6639
KH,CA,0.003911134761207928,0.9319,0.8791
KH,CH,0.16841825196221896,0.0362,0.0001
KH,CN,0.005480909937475057,0.9058,0.8411
KH,DE,0.04174537714513769,0.4641,0.6429
KH,FR,0.06406811227883465,0.3037,0.4535
KH,GB,0.04259678063057071,0.4568,0.606
