source,destination,weight,alpha_out,alpha_in
PL,GB,0.08176128130770347,0.0012,0.3817
PL,RU,0.03279316095255321,0.0718,0.6563
PL,UA,0.0329740355508029,0.0707,0.141
PL,US,0.4833152127462926,-0.0,0.3546
PR,US,0.8725879682179342,0.0,0.1532
PS,EG,0.033943499567598734,0.6166,0.0126
PS,GB,0.16755549149610838,0.0767,0.1379
PS,IL,0.42465407898529833,0.0004,0.0
PS,IQ,0.01459354280772557,0.814,0.0505
PS,JO,0.102839434995676,0.2189,0.0
PT,DE,0.10015420771577296,0.0009,0.3455
PT,ES,0.039819837673050786,0.0684,0.2773
PT,FR,0.0364047572551219,0.0865,0.6385
PT,GB,0.09541734687693301,0.0013,0.3248
PT,US,0.423338178578884,-0.0,0.4034
PY,AR,0.07065041527343328,0.4806,0.0352
PY,NP,0.008035810592169129,0.9225,0.0023
PY,UA,0.06277639952540179,0.5229,0.023
PY,US,0.4778341063531442,0.0015,0.3588
QA,IN,0.27251804582069256,0.022,0.0135
QA,PH,0.012867454754681451,0.8561,0.0011
QA,US,0.41646615754786065,0.0016,0.4094
RE,FR,0.6709925621954347,0.0117,0.0002
RO,DE,0.14672640487131614,0.0001,0.2102
RO,GB,0.08497248887631301,0.0058,0.3675
RO,IN,0.04767153213420337,0.0588,0.4759
RO,US,0.4227890706763424,0.0,0.4039
RS,BA,0.02257978598398797,0.312,0.0
RS,DE,0.12171964842464787,0.0013,0.2746
RS,GB,0.05394582230090714,0.0591,0.5301
RS,HU,0.030021777617622637,0.2113,0.0453
RS,RU,0.09877324643176086,0.005,0.2796
RS,US,0.36243909317373524,0.0,0.4598
RU,BY,0.028271754928934,0.0952,0.019
RU,DE,0.09344911164972983,0.0003,0.3711
RU,GB,0.047061136368690124,0.0192,0.5749
RU,GE,0.007991008346793185,0.5179,0.0786
RU,IE,0.009783072323376074,0.4466,0.0607
RU,IN,0.02919558260778158,0.0881,0.6349
RU,UA,0.05307511305265414,0.0114,0.0417
RU,US,0.4057048886049798,-0.0,0.419
RW,NG,0.34071933204881183,0.0029,0.0007
RW,UG,0.050032113037893386,0.4874,0.0031
RW,US,0.3312138728323699,0.0036,0.4917
SA,BH,0.003905410946866884,0.9139,0.0005
SA,DZ,0.002538517115463475,0.9432,0.0253
SA,EG,0.13038214446115093,0.0402,0.0
SA,GB,0.1563531272578157,0.02,0.1575
SA,PK,0.01515299447384351,0.7039,0.0382
SA,PS,0.007615551346390424,0.8388,0.0717
SA,SD,0.005760481146628654,0.8756,0.0003
SA,US,0.44361562945460936,0.0,0.3862
SC,CN,0.1049875998897768,0.46,0.0332
SC,DE,0.33287406999173325,0.0588,0.0283
SC,HK,0.23780655828051805,0.1494,0.0
SC,RO,0.031413612565445025,0.7998,0.0512
SC,VE,0.07357398732433178,0.5857,0.005
SD,GB,0.3103448275862069,0.4756,0.0249
SD,NG,0.25760649087221094,0.5511,0.0046
SD,SA,0.43204868154158216,0.3226,0.0
SE,DE,0.10073536029170549,0.001,0.3434
SE,GB,0.07279500779487716,0.0074,0.4244
SE,NO,0.03834586029606018,0.0787,0.1081
SE,US,0.4862043738405665,-0.0,0.3524
SG,CN,0.1464154258402742,0.0001,0.0082
SG,HK,0.10863169335622297,0.0008,0.0104
SG,ID,0.031233409023908153,0.1398,0.0
SG,LK,0.0038621319152837143,0.7867,0.0209
SG,MM,0.0030153120076292935,0.8293,0.0056
SG,US,0.46565268116768815,-0.0,0.3683
SG,VN,0.018610252456536178,0.312,0.0137
SI,AT,0.018459255650171084,0.4926,0.0637
SI,DE,0.07403634269768677,0.0538,0.4563
SI,MK,0.002031957655552726,0.9256,0.0006
SI,SE,0.024516371931301007,0.3894,0.0881
SI,TH,0.014434097024593886,0.5755,0.0143
SI,US,0.6396237279502143,-0.0,0.2533
SK,AT,0.02156025662429345,0.4563,0.0397
SK,CZ,0.18690325709334032,0.0006,0.0
SK,DE,0.0974504519544945,0.0249,0.3556
SK,US,0.3949652984807651,0.0,0.4288
SL,DE,0.5115384615384615,0.4885,0.004
SL,NG,0.48846153846153845,0.5115,0.0
SM,IT,1.0,,-0.0
SN,BE,0.0870262390670554,0.4023,0.0005
SN,US,0.582871720116618,0.0002,0.2862
SR,HU,0.23487824037706206,0.7651,0.0
SV,BR,0.11426816157272308,0.2065,0.0002
SV,CA,0.12686223314391032,0.1714,0.0142
SV,GT,0.0433113193057902,0.5624,0.0001
SV,HN,0.018430348640761787,0.7852,0.0054
SV,MX,0.05503506885783034,0.4791,0.0433
SV,NI,0.012952439461424256,0.8441,0.0278
SV,US,0.5447191931602928,0.0,0.3107
SY,AE,0.22589631782945738,0.0463,0.0
SY,BR,0.0534156976744186,0.5175,0.0226
SY,LB,0.058502906976744186,0.4851,0.0003
SY,NL,0.10453003875968993,0.2658,0.0793
SY,QA,0.07013081395348837,0.4179,0.0001
TG,CI,0.35881104033970274,0.4111,0.0
TG,FR,0.33970276008492567,0.436,0.0142
TG,KE,0.30148619957537154,0.4879,0.0054
TH,DE,0.07977310721478716,0.0095,0.4293
TH,IN,0.047432327943203456,0.0658,0.4777
TH,KH,0.009495634208732805,0.5861,0.0001
TH,LK,0.004996897950202168,0.7554,0.0056
TH,NP,0.006084907534466371,0.7105,0.0115
TH,RU,0.08960798036692817,0.0052,0.315
TH,US,0.4027774806465711,0.0,0.4217
TH,VN,0.016454616858647384,0.3949,0.023
TJ,MD,0.038433111603843315,0.822,0.0
TJ,NL,0.1488051244148805,0.4468,0.0266
TJ,RU,0.573540280857354,0.0141,0.0005
TL,AU,1.0,,0.0
TM,NL,1.0,,0.0
TN,DE,0.14681450784939612,0.0259,0.21
TN,DZ,0.005170708032330926,0.8876,0.0001
TN,FR,0.2965970394429822,0.0003,0.0246
TN,US,0.2593754083366,0.001,0.5737
TO,AU,1.0,,0.0
TR,AZ,0.0018961284230406042,0.8673,0.0522
TR,DE,0.07842568460812087,0.0022,0.4355
TR,GB,0.06391992445703494,0.0071,0.4713
TR,IN,0.040058923512747875,0.0466,0.5359
TR,LA,0.0006798866855524079,0.9503,0.0013
TR,RU,0.10522530689329557,0.0002,0.2572
TR,UA,0.035975070821529745,0.0641,0.1177
TR,US,0.40222851746931065,-0.0,0.4222
TT,SV,0.08553832116788321,0.5848,0.0046
TT,US,0.8147810218978102,0.0,0.1735
TW,CN,0.18596148153208544,0.0002,0.0021
TW,HK,0.18275066038165505,0.0003,0.0004
TW,US,0.4037223322858314,0.0,0.4208
TZ,EG,0.027299300553293663,0.591,0.0306
TZ,KE,0.4901346695897275,0.0,0.0002
TZ,NP,0.005428541601419773,0.9017,0.0194
TZ,US,0.25963044159098025,0.0033,0.5734
UA,DE,0.08140497223210479,0.0014,0.4219
UA,GB,0.03711637788560283,0.0543,0.6464
UA,IL,0.04841151490836973,0.0219,0.0779
UA,IM,0.00031224689077793,0.9762,0.0539
UA,IN,0.03370689415902766,0.0713,0.5918
UA,MT,0.0006118777455648326,0.954,0.0451
UA,PL,0.036672293418718666,0.0563,0.047
UA,RU,0.11214457472604278,0.0001,0.235
UA,US,0.3739538152154441,0.0,0.4486
UG,GB,0.21092379281409718,0.0043,0.0821
UG,NG,0.11503547181325807,0.0602,0.0958
UG,US,0.3953009382866733,0.0,0.4285
US,AU,0.025397848657132314,0.0287,0.5964
US,CA,0.09229772017146434,0.0,0.046
US,CH,0.019462947189431656,0.0664,0.3497
US,CN,0.08400558979425274,0.0,0.0666
US,DE,0.10263470244190848,0.0,0.3365
US,FR,0.04088289841881719,0.0031,0.6041
US,GB,0.09257265384044369,0.0,0.3359
US,HK,0.049087835546723926,0.001,0.1317
US,IL,0.027384833559084425,0.0217,0.2384
US,IN,0.10243203705163229,0.0,0.2017
US,JP,0.022883645714713637,0.041,0.2427
US,NL,0.0303931315808974,0.0141,0.4817
US,PR,0.0012292153419271488,0.8439,0.001
US,RU,0.023022814519535084,0.0402,0.7442
UY,AR,0.2106250112693156,0.0003,0.0
UY,CL,0.03213107265853673,0.3294,0.0112
UY,SK,0.017057236102679993,0.5571,0.0092
UY,US,0.506800656324941,0.0,0.3371
UZ,BY,0.07843804271928097,0.1658,0.0
UZ,RU,0.47630386908491934,0.0,0.0018
UZ,UA,0.05211895511431794,0.308,0.0442
UZ,US,0.2333804809052334,0.0029,0.6066
VE,AR,0.1419465373381989,0.0087,0.001
VE,CL,0.04519301464388579,0.2384,0.0015
VE,CO,0.16046218289005956,0.0044,0.0
VE,EC,0.010778871253870073,0.7147,0.0127
VE,MX,0.1452651885627947,0.0077,0.0002
VE,PE,0.019419505844738387,0.5445,0.0482
VE,US,0.24037962132300864,0.0002,0.5976
VE,UY,0.015615198343372478,0.6139,0.0007
VN,DE,0.05290779731884372,0.0451,0.5711
VN,FR,0.05814149530099182,0.0329,0.488
VN,GB,0.0589049938101225,0.0314,0.5
VN,JP,0.058584661628058206,0.032,0.025
VN,PH,0.005568481240094992,0.7274,0.06
VN,RU,0.04936246670231265,0.0558,0.5301
VN,SG,0.055472863288005124,0.0387,0.0482
VN,TH,0.03170566048642321,0.1594,0.0001
VN,US,0.3415873061749447,0.0,0.4809
WS,DK,0.9392558845861807,0.0607,-0.0
XK,AL,0.46046253981443014,0.0072,0.0
XK,RS,0.168813183769561,0.2278,0.0
YE,EG,0.02057685543440028,0.8827,0.0739
YE,HU,0.0849454801266268,0.5871,0.0001
YE,SA,0.0833626450932114,0.5932,0.0286
YE,TR,0.12029546253957088,0.4635,0.0
YE,US,0.6238128737249384,0.0028,0.262
ZA,AZ,0.0031962117267310894,0.8386,0.0036
ZA,DE,0.049695194750272585,0.0606,0.5909
ZA,GB,0.08638114609075401,0.007,0.3614
ZA,TW,0.016363683439825777,0.4036,0.0312
ZA,US,0.5446620962660997,0.0,0.3107
ZM,GH,0.018849883895642672,0.8588,0.0428
ZM,IL,0.10722578882666302,0.4036,0.0031
ZM,NG,0.4013112962710012,0.0165,0.0002
ZM,US,0.33916131676000544,0.0364,0.4834
ZW,CA,0.08175762784701332,0.5504,0.0656
ZW,CH,0.06403094112591319,0.6293,0.0302
ZW,GB,0.2905027932960894,0.0905,0.0316
ZW,US,0.300709067468844,0.0818,0.525
ZW,ZA,0.18543188654920498,0.238,0.0006
