source,destination,weight,alpha_out,alpha_in
SE,GE,6.035481432524756,0.4738,0.3901
SE,GR,7.47477218239787,0.396,0.3502
SE,HK,8.933268478636418,0.33,0.3109
SE,HR,7.026426808699636,0.4188,0.3433
SE,HU,8.07961802938984,0.3672,0.3255
SE,ID,7.105786129481271,0.4147,0.355
SE,IE,7.795646536334594,0.3805,0.339
SE,IL,8.97297111339799,0.3284,0.3173
SE,IN,9.832582139020353,0.2949,0.3033
SE,IR,7.1808311990445555,0.4108,0.3495
SE,IS,7.111512116496157,0.4144,0.3414
SE,IT,9.962039439485743,0.2901,0.2747
SE,JP,8.447628728030327,0.3507,0.3471
SE,KR,6.827629234502852,0.4293,0.3934
SE,LT,7.645397699428633,0.3877,0.3148
SE,LV,6.52795791762255,0.4457,0.3845
SE,MK,4.74493212836325,0.5563,0.4498
SE,MT,4.927253685157205,0.5438,0.4527
SE,MX,6.180016653652572,0.4654,0.4229
SE,NG,5.872117789475416,0.4836,0.4239
SE,NL,10.068111764371048,0.2863,0.2894
SE,NO,10.874910201848282,0.2587,0.2328
SE,NP,6.403574197934815,0.4526,0.374
SE,NZ,7.571473648851271,0.3913,0.3542
SE,PH,6.912742820493176,0.4248,0.3722
SE,PK,8.60557030203365,0.3438,0.2787
SE,PL,9.32232887392423,0.3143,0.3137
SE,PT,8.386400901166214,0.3534,0.3105
SE,RO,7.2485040723706105,0.4074,0.3714
SE,RS,6.792344427470809,0.4312,0.3799
SE,RU,10.28199247906151,0.2787,0.3056
SE,SG,7.9817332866918855,0.3717,0.351
SE,SI,6.278521424165844,0.4597,0.4003
SE,SK,5.8916442118257715,0.4824,0.439
SE,TH,7.338888133838879,0.4028,0.3449
SE,TR,7.957177323459475,0.3729,0.3314
SE,TW,5.043425116919247,0.536,0.5135
SE,TZ,6.161207321695077,0.4665,0.3458
SE,UA,9.420196028963456,0.3105,0.3161
SE,UG,4.6913478822291435,0.56,0.4737
SE,US,13.41489268301693,0.1879,0.2508
SE,VN,8.85180655855245,0.3334,0.2889
SE,ZA,5.973809611869261,0.4775,0.4346
SG,AE,6.818924065275521,0.4157,0.338
SG,AR,8.188411308079031,0.348,0.3362
SG,AT,5.493061443340548,0.4935,0.4733
SG,AU,10.085975762109403,0.2718,0.2712
SG,BD,8.071843149609158,0.3533,0.2776
SG,BE,6.9440872082295275,0.409,0.3968
SG,BR,6.630683385642372,0.426,0.4037
SG,BY,6.432940092739179,0.437,0.3995
SG,CA,9.563388747859216,0.2909,0.3079
SG,CH,8.79346036105272,0.3216,0.3192
SG,CN,12.310450678710112,0.2031,0.2168
SG,CY,6.129050210060545,0.4546,0.3984
SG,CZ,6.822197390620491,0.4155,0.4123
SG,DE,10.39592514798884,0.261,0.3114
SG,DK,7.079184394609668,0.4019,0.3921
SG,DO,5.043425116919247,0.5231,0.4216
SG,ES,7.8632667240095735,0.363,0.3763
